"flnatureza";"nmprimeiro";"nmsegundo";"dscep";"dsdocumento"
2;"Camila";"Melo";"72738-010";"148.745.487-25"
2;"Antônio";"Barros";"03105-120";"902.926.642-22"
2;"Thaís";"Sousa";"87053-570";"819.562.121-08"
1;"Sophia";"Barbosa";"78148-165";"564.480.827-00"
2;"Marina";"Araujo";"68507-640";"244.007.750-03"
2;"Rafaela";"Pinto";"61932-620";"965.013.066-71"
2;"Kaua";"Cavalcanti";"74966-130";"421.910.512-35"
1;"Eduarda";"Araujo";"18605-350";"599.957.630-01"
1;"Mariana";"Cardoso";"72872-381";"223.552.431-15"
2;"Vitór";"Castro";"71665-255";"473.035.791-41"
2;"Tânia";"Barbosa";"69315-280";"405.774.997-77"
2;"Caio";"Correia";"26013-680";"694.037.709-37"
1;"Vitória";"Dias";"71510-100";"305.552.702-03"
2;"Thaís";"Azevedo";"93520-050";"510.029.244-05"
2;"Otávio";"Lima";"25515-151";"280.950.511-01"
1;"Carolina";"Goncalves";"21922-220";"377.446.805-29"
2;"Leonardo";"Pereira";"96418-060";"563.852.990-07"
1;"Murilo";"Rocha";"60763-180";"766.931.417-65"
2;"Carolina";"Cardoso";"09230-070";"913.760.863-01"
1;"Sofia";"Carvalho";"14060-570";"642.727.708-10"
1;"Emilly";"Rodrigues";"85858-637";"411.602.730-81"
1;"Julian";"Goncalves";"65051-340";"359.567.031-05"
2;"Emily";"Almeida";"79076-150";"114.119.877-05"
2;"Marisa";"Fernandes";"29142-384";"525.183.510-86"
1;"Nicolash";"Rocha";"19813-327";"545.831.175-23"
2;"Emily";"Correia";"31640-260";"405.007.542-33"
1;"Marisa";"Alves";"88061-410";"874.775.884-80"
2;"Felipe";"Sousa";"14021-060";"707.090.812-19"
2;"Kauã";"Costa";"75060-160";"937.249.767-39"
1;"Matheus";"Rodrigues";"04318-010";"424.213.034-19"
1;"Sofia";"Oliveira";"72876-354";"490.692.782-35"
2;"Melissa";"Ferreira";"29169-810";"707.972.509-72"
2;"Diogo";"Lima";"79612-460";"211.985.501-39"
2;"Bruno";"Correia";"04431-110";"417.504.137-01"
2;"Maria";"Castro";"88509-715";"694.913.690-08"
1;"Luís";"Correia";"50110-265";"487.415.704-13"
2;"Leonardo";"Sousa";"23530-640";"320.664.432-12"
2;"José";"Alves";"06787-060";"243.145.899-73"
1;"Emily";"Goncalves";"12332-240";"618.439.217-40"
1;"Alice";"Almeida";"29170-730";"767.118.123-44"
1;"Beatrice";"Barros";"93544-070";"256.129.963-57"
2;"Emily";"Cardoso";"12225-210";"329.793.875-76"
2;"Anna";"Sousa";"53530-510";"542.103.353-80"
1;"José";"Araujo";"30410-420";"283.797.873-66"
1;"Lavinia";"Pinto";"04157-060";"586.942.479-84"
1;"Marcos";"Sousa";"65076-200";"620.734.968-73"
2;"Julia";"Ferreira";"58106-614";"837.129.047-03"
2;"Luiza";"Araujo";"16050-163";"933.816.517-57"
1;"Enzo";"Cunha";"60348-390";"455.614.358-68"
1;"Rafaela";"Almeida";"83314-010";"394.606.853-74"
2;"Guilherme";"Pinto";"25959-205";"158.545.500-83"
1;"Julian";"Lima";"04678-080";"651.846.637-54"
1;"Júlia";"Fernandes";"54270-260";"528.421.003-44"
1;"Diogo";"Fernandes";"61901-040";"828.565.302-14"
1;"Thiago";"Oliveira";"58041-020";"427.359.559-15"
1;"Douglas";"Carvalho";"60860-640";"739.653.036-94"
2;"Pedro";"Sousa";"13506-051";"604.191.652-82"
2;"Kaua";"Sousa";"79840-140";"628.071.997-98"
1;"Gabriel";"Fernandes";"78735-739";"339.613.375-78"
1;"Beatrice";"Correia";"18273-047";"590.881.000-20"
2;"Yasmin";"Alves";"38442-214";"548.964.596-28"
1;"Tiago";"Rodrigues";"32541-410";"806.476.215-41"
1;"Raissa";"Correia";"18111-230";"548.606.761-57"
2;"Kaua";"Ferreira";"29314-140";"458.971.517-17"
1;"Kauan";"Barbosa";"68501-560";"414.089.892-55"
1;"Fernanda";"Cunha";"02323-440";"985.230.453-41"
1;"Vitória";"Ferreira";"08696-485";"784.669.649-16"
2;"Mariana";"Ribeiro";"15045-150";"420.690.989-07"
1;"Bruno";"Sousa";"63050-610";"840.719.214-71"
2;"Alex";"Azevedo";"12334-070";"737.433.935-65"
1;"Renan";"Dias";"08420-220";"314.186.880-88"
2;"Ana";"Lima";"31652-320";"380.139.456-50"
2;"Kauã";"Correia";"14080-710";"740.385.928-63"
2;"Igor";"Cavalcanti";"69904-310";"148.597.971-40"
2;"Tomás";"Silva";"12244-340";"488.371.615-57"
1;"Erick";"Barros";"81200-450";"294.203.246-48"
1;"Renan";"Rodrigues";"72641-116";"629.114.668-10"
1;"Rebeca";"Cunha";"12232-281";"436.528.726-57"
2;"Vitória";"Martins";"75903-012";"826.352.761-96"
2;"Luana";"Dias";"79620-111";"541.863.748-72"
2;"Sophia";"Dias";"93222-560";"332.349.318-44"
1;"Luiz";"Silva";"93530-524";"123.734.732-75"
2;"Rafaela";"Lima";"53433-360";"764.130.431-13"
2;"Lucas";"Almeida";"60741-841";"568.486.077-03"
1;"Gabrielle";"Souza";"21360-160";"149.828.844-80"
2;"Emily";"Silva";"87113-500";"353.396.591-00"
1;"Bianca";"Barros";"05077-090";"160.761.895-84"
2;"Mariana";"Correia";"03266-070";"699.259.880-55"
1;"Mateus";"Lima";"28070-016";"198.343.133-81"
2;"Davi";"Silva";"15502-185";"714.198.450-04"
1;"Victor";"Almeida";"09572-620";"438.955.632-00"
2;"Joao";"Melo";"69046-150";"822.253.561-73"
2;"Mariana";"Correia";"74959-272";"299.690.840-62"
2;"Marcos";"Silva";"09390-810";"693.243.641-89"
1;"Enzo";"Cunha";"90250-360";"424.530.874-52"
2;"Brenda";"Souza";"64027-260";"234.210.650-55"
1;"Luiz";"Melo";"66025-160";"942.878.538-57"
1;"Kaua";"Ferreira";"29163-289";"834.015.606-38"
1;"Lavinia";"Araujo";"12221-680";"919.365.321-23"
2;"Renan";"Costa";"13033-110";"698.445.339-96"
2;"Evelyn";"Ferreira";"13064-793";"408.658.831-57"
2;"Vitór";"Souza";"12282-450";"718.843.063-22"
2;"Vinicius";"Dias";"04935-030";"603.435.239-81"
1;"Luan";"Santos";"13451-140";"805.123.064-78"
2;"Joao";"Rodrigues";"41510-400";"580.948.068-34"
1;"Kauan";"Cardoso";"58045-020";"731.710.040-46"
1;"Carla";"Fernandes";"29045-062";"187.332.697-18"
1;"Melissa";"Cunha";"74770-418";"885.396.989-00"
2;"Ágatha";"Costa";"84268-080";"130.152.369-03"
1;"Carlos";"Santos";"83701-500";"714.218.393-42"
1;"Anna";"Pinto";"22775-340";"292.604.019-92"
2;"Otávio";"Ferreira";"44017-680";"383.134.671-26"
2;"Evelyn";"Ribeiro";"18681-168";"944.719.330-78"
2;"Vinícius";"Gomes";"38307-122";"754.374.902-59"
1;"Joao";"Fernandes";"29108-110";"878.949.756-21"
1;"Bruna";"Carvalho";"42808-050";"500.651.576-72"
1;"Thaís";"Souza";"53419-500";"120.018.387-86"
1;"Amanda";"Almeida";"60110-310";"964.948.794-89"
2;"Matilde";"Oliveira";"25025-180";"557.805.945-70"
2;"Samuel";"Carvalho";"09720-070";"935.307.266-21"
2;"Vitór";"Santos";"25030-001";"906.848.683-77"
1;"Beatriz";"Barros";"29223-050";"229.748.796-75"
2;"Vitór";"Barros";"13344-180";"229.994.453-26"
2;"Matilde";"Santos";"55030-521";"860.550.539-77"
1;"Luis";"Gomes";"88811-805";"945.367.720-57"
1;"Ryan";"Ferreira";"60541-260";"489.821.927-60"
1;"Raissa";"Barbosa";"31580-230";"825.567.711-94"
2;"Evelyn";"Santos";"38070-240";"256.970.947-60"
1;"Vinicius";"Correia";"74550-400";"504.051.007-10"
1;"Leila";"Souza";"71977-360";"911.723.908-78"
1;"Giovana";"Barbosa";"45608-030";"774.124.510-49"
2;"Erick";"Pinto";"89213-130";"944.843.964-40"
2;"Luis";"Martins";"08850-050";"618.058.437-02"
1;"Gabriel";"Rocha";"20510-170";"197.574.480-28"
1;"Vitoria";"Melo";"60347-610";"838.813.547-35"
1;"Lucas";"Barros";"64009-040";"982.302.320-40"
1;"Luis";"Goncalves";"74835-230";"152.364.988-72"
2;"Diego";"Sousa";"17022-154";"252.973.760-68"
2;"Giovanna";"Silva";"09845-500";"149.797.607-32"
2;"Thaís";"Santos";"54410-695";"627.873.555-52"
2;"Tiago";"Correia";"37904-328";"980.324.558-92"
2;"Breno";"Azevedo";"13562-330";"523.688.069-62"
2;"Eduarda";"Sousa";"75113-570";"117.386.665-57"
1;"André";"Gomes";"57055-505";"127.265.147-90"
2;"Evelyn";"Cavalcanti";"72856-648";"380.512.572-00"
1;"Fábio";"Lima";"72548-808";"342.530.288-45"
1;"Lavinia";"Cunha";"21060-520";"478.995.130-81"
2;"Rodrigo";"Almeida";"06683-430";"255.868.442-65"
2;"Kauan";"Silva";"87055-608";"600.622.548-47"
1;"Marcos";"Costa";"42809-300";"674.833.348-27"
2;"Beatrice";"Castro";"81550-540";"835.708.161-41"
2;"Gabrielle";"Rocha";"60851-377";"610.410.977-27"
2;"Giovanna";"Castro";"18270-010";"563.089.030-19"
2;"Caio";"Santos";"59076-665";"858.775.542-04"
1;"Manuela";"Rodrigues";"19013-260";"471.249.894-34"
1;"Vitor";"Sousa";"05364-060";"150.753.587-21"
2;"Amanda";"Santos";"95080-180";"932.804.243-72"
2;"Kauê";"Dias";"69904-070";"241.139.833-64"
1;"João";"Almeida";"12210-041";"251.346.343-94"
2;"Caio";"Rocha";"91900-450";"518.368.778-11"
2;"Vitor";"Rocha";"08570-338";"127.400.056-44"
2;"Tomás";"Souza";"37900-013";"241.665.429-23"
1;"Martim";"Fernandes";"09920-380";"678.082.959-57"
2;"Breno";"Souza";"68005-030";"938.536.285-24"
2;"Vitória";"Cardoso";"21620-520";"594.301.910-39"
2;"Rafael";"Pinto";"12922-320";"420.194.526-00"
2;"Marina";"Souza";"82650-500";"126.981.705-14"
1;"Maria";"Barbosa";"39400-261";"694.194.928-77"
2;"Pedro";"Souza";"30455-770";"697.123.253-42"
2;"Carolina";"Gomes";"58106-270";"194.389.512-02"
2;"Fábio";"Dias";"13205-535";"997.491.971-19"
2;"Leonor";"Ribeiro";"41250-255";"872.346.295-72"
1;"João";"Oliveira";"30775-200";"903.695.274-37"
1;"Letícia";"Almeida";"36032-250";"758.187.449-49"
1;"Isabela";"Dias";"83405-250";"537.303.728-15"
1;"Leonardo";"Pinto";"12245-534";"691.481.504-60"
2;"Livia";"Cunha";"13184-876";"838.282.408-01"
2;"Kaua";"Barros";"21815-320";"593.699.695-60"
2;"Kai";"Alves";"60190-280";"529.171.865-00"
2;"Vitória";"Ribeiro";"63050-081";"786.611.386-63"
1;"Luana";"Cardoso";"45201-460";"994.939.316-76"
1;"Murilo";"Correia";"82620-120";"998.947.704-36"
1;"Daniel";"Pinto";"04161-001";"750.823.219-43"
1;"Rafaela";"Carvalho";"38407-006";"749.922.528-34"
1;"Vinícius";"Gomes";"13056-334";"455.784.281-00"
1;"Douglas";"Barros";"31170-410";"348.412.426-19"
2;"Emilly";"Correia";"84060-250";"936.929.053-27"
2;"Carla";"Alves";"72817-210";"735.491.466-55"
1;"Kai";"Sousa";"07998-060";"241.721.457-10"
2;"Luana";"Gomes";"02473-130";"385.619.068-63"
1;"Alex";"Fernandes";"53370-531";"932.801.332-11"
2;"Brenda";"Rodrigues";"30692-110";"779.900.492-44"
2;"Paulo";"Ferreira";"72506-203";"876.169.244-17"
2;"Manuela";"Ribeiro";"31050-370";"369.765.042-49"
1;"Kauan";"Souza";"84022-110";"525.838.280-02"
2;"Kauã";"Fernandes";"52191-535";"297.921.783-25"
1;"Pedro";"Carvalho";"13214-774";"830.319.654-50"
1;"Manuela";"Silva";"08743-570";"276.582.440-15"
1;"Gabriel";"Barbosa";"79075-413";"585.573.812-47"
1;"Mariana";"Almeida";"13033-385";"601.747.514-27"
1;"Ana";"Alves";"25960-235";"486.290.014-37"
1;"Ana";"Castro";"59015-001";"934.158.279-25"
2;"Mariana";"Castro";"09840-060";"982.325.752-39"
1;"Mariana";"Carvalho";"39402-319";"949.870.133-47"
1;"Júlio";"Cardoso";"26495-130";"169.524.606-32"
2;"Sophia";"Azevedo";"06386-650";"877.504.332-79"
2;"Carlos";"Almeida";"04003-002";"220.192.420-10"
1;"Fernanda";"Barros";"94197-780";"431.101.038-93"
2;"Rafaela";"Gomes";"95050-380";"544.088.674-54"
1;"Sofia";"Rocha";"06670-470";"655.162.876-18"
2;"Tiago";"Azevedo";"05205-000";"849.249.419-05"
1;"Matheus";"Silva";"72820-010";"416.261.047-94"
1;"Melissa";"Dias";"13311-041";"657.905.192-29"
2;"Gabriel";"Gomes";"14807-013";"980.776.227-80"
2;"Rafael";"Santos";"13216-640";"818.158.165-20"
1;"Isabella";"Correia";"35902-004";"969.158.987-78"
1;"Bianca";"Cardoso";"40313-650";"632.201.181-27"
1;"Matheus";"Dias";"91787-757";"913.078.978-86"
1;"Lara";"Dias";"29026-035";"354.657.156-85"
2;"Kaua";"Correia";"53425-740";"161.237.723-84"
2;"Bianca";"Lima";"59071-590";"606.223.654-28"
1;"Guilherme";"Araujo";"56310-580";"806.771.484-37"
2;"José";"Almeida";"03556-080";"978.797.149-79"
1;"André";"Barros";"26345-420";"554.092.143-74"
1;"Eduarda";"Correia";"72610-401";"471.172.708-61"
2;"Murilo";"Rocha";"29043-582";"285.060.875-03"
2;"Sophia";"Almeida";"70253-530";"801.955.960-48"
2;"Gabriel";"Cavalcanti";"66085-342";"880.570.366-48"
2;"Luís";"Rodrigues";"29125-036";"593.921.424-04"
1;"Livia";"Pereira";"35702-564";"372.777.554-80"
2;"Thaís";"Lima";"13215-474";"972.217.354-50"
2;"Giovanna";"Gomes";"54280-682";"746.268.373-36"
1;"Lavinia";"Lima";"60734-380";"844.335.157-87"
1;"Kai";"Sousa";"52111-330";"464.248.146-04"
2;"Breno";"Fernandes";"53550-050";"528.770.607-30"
2;"José";"Correia";"07024-070";"445.437.889-40"
2;"Erick";"Almeida";"64035-500";"959.366.815-21"
1;"Vitoria";"Barbosa";"27522-200";"947.354.990-32"
2;"Amanda";"Costa";"86020-550";"239.160.036-40"
1;"Tomás";"Gomes";"29111-023";"818.252.957-35"
2;"Lucas";"Rocha";"23510-598";"819.877.347-93"
1;"Tiago";"Carvalho";"85869-600";"904.839.277-24"
1;"Diogo";"Dias";"96840-595";"586.991.312-83"
1;"Nicolash";"Dias";"19911-290";"717.653.601-53"
2;"Gabrielly";"Fernandes";"67033-044";"610.656.144-38"
1;"Lucas";"Gomes";"80740-410";"302.065.468-82"
2;"Vinícius";"Azevedo";"24020-006";"564.218.723-60"
1;"Vitór";"Pinto";"26185-260";"898.212.582-55"
1;"Kaua";"Azevedo";"35180-032";"908.114.433-29"
1;"Luana";"Cunha";"29129-054";"755.442.377-00"
2;"Lucas";"Lima";"66087-020";"772.021.623-77"
2;"Diogo";"Barbosa";"82820-340";"462.579.750-00"
1;"Carla";"Costa";"60325-820";"511.580.629-07"
1;"Luan";"Sousa";"72322-301";"403.414.863-29"
1;"Emily";"Pereira";"04446-050";"344.478.904-10"
2;"Kauan";"Martins";"60862-810";"776.582.505-46"
2;"Eduarda";"Pinto";"29143-006";"630.163.117-04"
2;"Julieta";"Alves";"15051-320";"889.761.671-20"
1;"Julia";"Cavalcanti";"91920-420";"363.365.545-03"
2;"Julieta";"Martins";"79008-480";"529.848.655-02"
2;"Ryan";"Pinto";"31990-425";"121.781.609-72"
1;"Alex";"Lima";"13253-141";"736.761.227-12"
1;"Diego";"Oliveira";"37704-396";"250.187.556-79"
1;"Kaua";"Cavalcanti";"06144-000";"732.278.143-07"
2;"Lucas";"Costa";"13486-128";"223.968.047-40"
1;"Bianca";"Pinto";"19915-260";"404.729.386-57"
2;"Manuela";"Fernandes";"13042-760";"939.503.315-06"
2;"Luís";"Cardoso";"59110-330";"606.104.795-98"
2;"Gabrielle";"Cavalcanti";"68035-135";"360.627.808-03"
1;"Livia";"Rodrigues";"89010-635";"837.940.093-39"
1;"Felipe";"Sousa";"27283-090";"867.699.904-07"
2;"Marcos";"Carvalho";"37704-001";"122.357.430-05"
1;"Vitór";"Santos";"68904-006";"436.875.953-23"
2;"Maria";"Alves";"73060-705";"593.418.827-53"
1;"Marcos";"Cunha";"45995-604";"699.677.453-55"
2;"Sophia";"Gomes";"08664-635";"605.968.688-55"
2;"Carlos";"Barros";"88802-190";"129.690.747-37"
1;"Melissa";"Gomes";"09990-030";"421.196.878-54"
1;"Bruna";"Correia";"08598-730";"221.632.020-03"
1;"Melissa";"Azevedo";"04851-709";"107.765.497-90"
2;"Gabrielle";"Azevedo";"20756-220";"974.401.002-98"
2;"Sophia";"Cardoso";"24743-600";"375.438.310-82"
1;"Luan";"Lima";"86703-100";"798.279.504-87"
1;"Pedro";"Pinto";"77020-592";"201.915.957-05"
1;"Kauê";"Fernandes";"13278-040";"406.382.101-35"
1;"Fernanda";"Almeida";"39801-253";"519.230.482-28"
1;"Nicole";"Ribeiro";"17050-690";"405.918.427-69"
1;"Aline";"Santos";"13469-412";"687.985.310-26"
2;"André";"Pereira";"91780-440";"243.984.237-02"
2;"Matheus";"Barbosa";"13236-271";"473.120.354-69"
2;"Erick";"Pinto";"96412-610";"596.042.184-41"
1;"Mariana";"Azevedo";"05580-055";"196.525.691-00"
2;"Rodrigo";"Martins";"17212-036";"926.148.891-99"
1;"Rodrigo";"Martins";"35702-432";"962.944.661-80"
2;"Bruna";"Araujo";"27330-043";"562.385.168-10"
1;"Isabela";"Melo";"11310-450";"947.878.063-86"
1;"Isabelle";"Silva";"38440-006";"320.796.086-30"
1;"Samuel";"Ribeiro";"78912-075";"347.582.191-50"
1;"Rodrigo";"Azevedo";"37006-040";"971.114.779-36"
1;"Lara";"Sousa";"81590-350";"771.694.596-39"
1;"Anna";"Castro";"13056-513";"580.306.580-36"
1;"Sofia";"Costa";"37004-160";"623.321.890-09"
2;"Vitor";"Almeida";"66045-490";"947.616.185-07"
2;"Rodrigo";"Gomes";"74969-462";"181.289.839-89"
1;"Paulo";"Rocha";"38412-428";"624.478.431-60"
1;"Nicolash";"Rocha";"06340-285";"853.903.127-24"
1;"Eduardo";"Martins";"08290-590";"695.529.158-05"
2;"Isabella";"Almeida";"23066-060";"522.756.630-53"
2;"Alice";"Gomes";"12420-680";"148.816.147-03"
1;"Diogo";"Oliveira";"45040-360";"534.627.510-00"
2;"Fábio";"Cavalcanti";"31250-500";"599.434.280-74"
2;"Amanda";"Souza";"60750-560";"913.211.173-88"
1;"Joao";"Pereira";"32010-750";"772.776.750-61"
1;"Carlos";"Ferreira";"16022-410";"359.782.696-29"
2;"Thiago";"Lima";"59618-270";"916.974.504-82"
2;"Lara";"Oliveira";"11666-270";"870.700.348-06"
2;"Alice";"Lima";"59020-260";"895.528.550-71"
2;"Estevan";"Costa";"13070-035";"866.682.353-44"
1;"Alex";"Gomes";"25675-010";"549.656.274-07"
2;"Ágatha";"Azevedo";"19802-450";"395.637.158-53"
1;"Sophia";"Araujo";"54340-696";"476.403.362-36"
2;"Estevan";"Rodrigues";"73754-111";"825.264.308-60"
2;"Marcos";"Rocha";"32680-140";"732.425.501-96"
2;"Vitória";"Araujo";"02220-450";"149.629.702-40"
2;"Joao";"Rocha";"37030-510";"927.315.131-01"
2;"Murilo";"Costa";"96202-460";"295.064.665-48"
2;"Rebeca";"Cavalcanti";"12324-440";"907.812.541-16"
2;"Letícia";"Costa";"13616-398";"228.787.192-63"
1;"Anna";"Ferreira";"05503-030";"264.318.125-57"
2;"Murilo";"Silva";"26116-660";"141.126.893-81"
1;"Joao";"Pereira";"86065-230";"350.929.577-35"
2;"Breno";"Gomes";"12919-005";"803.467.919-44"
1;"Otávio";"Sousa";"03144-020";"932.362.207-91"
2;"Miguel";"Martins";"72814-730";"238.184.706-50"
2;"Kaua";"Melo";"55036-020";"289.598.174-49"
2;"Luís";"Fernandes";"08674-260";"692.142.535-52"
2;"Júlio";"Pereira";"29905-410";"437.667.502-40"
1;"Amanda";"Sousa";"25580-170";"727.206.562-16"
2;"Erick";"Pereira";"44026-081";"926.729.040-14"
2;"Isabella";"Cavalcanti";"12327-350";"816.593.629-89"
1;"Douglas";"Melo";"06660-810";"923.687.884-92"
2;"Júlia";"Araujo";"23035-070";"740.860.872-94"
2;"Emilly";"Rodrigues";"88115-253";"197.424.108-44"
1;"Bruna";"Cunha";"13871-007";"402.280.515-33"
2;"Larissa";"Sousa";"91330-130";"728.819.395-03"
1;"Ágatha";"Ribeiro";"85867-590";"625.606.042-30"
1;"Matilde";"Melo";"11525-030";"415.020.526-44"
2;"Alex";"Alves";"75093-600";"266.864.026-13"
2;"Antônio";"Araujo";"59114-609";"468.742.715-47"
2;"Erick";"Martins";"99050-520";"368.446.934-35"
1;"Vinícius";"Pinto";"87502-360";"479.931.674-50"
2;"Paulo";"Ferreira";"08371-060";"479.921.042-42"
2;"Gabrielly";"Barbosa";"25530-311";"517.715.643-50"
2;"João";"Ribeiro";"03544-060";"561.693.975-78"
2;"Nicolas";"Melo";"26040-380";"507.345.323-93"
2;"Carolina";"Santos";"06454-040";"789.192.904-15"
1;"Carlos";"Araujo";"12953-336";"622.394.323-73"
1;"Aline";"Ferreira";"13470-063";"757.132.954-00"
2;"Maria";"Souza";"02246-090";"159.868.307-17"
2;"Julia";"Rocha";"59094-450";"561.250.352-04"
2;"Luan";"Rodrigues";"22723-220";"180.250.768-06"
2;"Luís";"Souza";"86077-040";"623.471.267-33"
2;"Cauã";"Martins";"29122-500";"352.132.885-61"
2;"Bruno";"Melo";"22631-260";"509.368.814-29"
1;"Marina";"Ferreira";"12233-401";"628.492.806-82"
2;"Letícia";"Rocha";"88304-220";"891.086.241-60"
1;"Ágatha";"Pereira";"11706-115";"836.937.429-87"
2;"Paulo";"Cavalcanti";"86027-190";"331.144.414-08"
2;"Antônio";"Correia";"24230-340";"439.822.692-37"
1;"Sofia";"Cavalcanti";"45206-690";"873.540.406-06"
1;"Danilo";"Correia";"60545-550";"406.967.311-34"
1;"Livia";"Sousa";"13098-315";"364.642.351-09"
2;"Mateus";"Dias";"14405-107";"649.292.351-03"
2;"Tomás";"Castro";"16075-104";"283.780.005-83"
2;"Leonor";"Goncalves";"87707-220";"672.569.099-85"
1;"Ágatha";"Rocha";"64216-100";"857.098.718-85"
2;"Nicolash";"Correia";"04281-060";"415.196.389-81"
2;"Beatrice";"Rodrigues";"89213-639";"137.230.090-26"
1;"Julia";"Araujo";"09421-210";"697.247.869-35"
1;"Leonardo";"Silva";"17210-384";"885.599.643-63"
2;"Giovana";"Barros";"67113-500";"843.568.174-27"
2;"Melissa";"Rocha";"01508-040";"258.666.674-79"
2;"Nicole";"Cavalcanti";"18685-760";"436.230.028-79"
1;"Marcos";"Araujo";"81820-410";"489.185.469-39"
2;"Isabella";"Correia";"04430-250";"255.954.713-95"
1;"Alex";"Castro";"85812-140";"657.568.370-35"
2;"Carlos";"Almeida";"72210-074";"120.298.863-60"
2;"José";"Dias";"95115-060";"760.795.107-58"
2;"Davi";"Alves";"98807-480";"578.267.647-77"
2;"Erick";"Ferreira";"50820-740";"523.453.024-88"
2;"Arthur";"Ribeiro";"38304-064";"696.059.890-77"
2;"Luis";"Silva";"36050-390";"203.445.301-83"
1;"Vitór";"Souza";"59621-020";"335.015.618-57"
1;"Laura";"Alves";"41213-760";"721.955.461-31"
2;"Sophia";"Lima";"60867-130";"505.941.430-20"
2;"Miguel";"Costa";"18401-630";"560.297.993-04"
1;"Paulo";"Cavalcanti";"35044-720";"139.212.765-35"
2;"Vitoria";"Carvalho";"13272-501";"503.704.870-28"
2;"Carolina";"Rodrigues";"06717-075";"975.131.600-66"
2;"Matheus";"Cardoso";"72621-319";"952.685.981-20"
2;"Julian";"Ferreira";"77825-781";"598.928.090-41"
2;"Julian";"Martins";"83311-250";"651.123.696-04"
1;"Estevan";"Cardoso";"29116-211";"535.862.363-95"
1;"Vitória";"Azevedo";"86030-170";"794.397.163-98"
1;"Vitór";"Cardoso";"08160-500";"601.151.815-04"
2;"Caio";"Lima";"62020-500";"784.588.141-45"
2;"Vitor";"Correia";"70650-391";"422.938.146-88"
2;"Murilo";"Silva";"89233-835";"274.603.911-74"
1;"Bruna";"Santos";"65912-160";"837.137.772-09"
1;"Vinicius";"Ferreira";"08583-270";"782.705.034-44"
2;"Yasmin";"Barbosa";"30692-503";"291.063.963-05"
1;"Daniel";"Pereira";"77403-160";"240.144.086-04"
1;"Júlia";"Barros";"38402-174";"791.684.028-64"
2;"Vitór";"Barros";"08570-004";"402.525.078-00"
1;"Victor";"Ferreira";"30575-833";"310.545.490-01"
1;"Cauã";"Souza";"59040-226";"183.080.440-50"
1;"Mateus";"Dias";"13908-601";"425.285.581-04"
2;"Diogo";"Costa";"60331-610";"360.332.693-81"
2;"Kauã";"Castro";"82530-330";"363.262.431-30"
1;"Lara";"Cavalcanti";"91215-065";"482.808.478-98"
1;"Melissa";"Cavalcanti";"77808-296";"267.954.227-47"
1;"Marcos";"Azevedo";"38401-162";"258.030.389-89"
1;"Martim";"Melo";"58025-340";"581.855.709-06"
2;"Leila";"Oliveira";"37501-338";"593.767.951-21"
2;"Fernanda";"Ferreira";"72853-082";"231.339.820-01"
2;"Brenda";"Ribeiro";"83305-320";"347.469.877-00"
2;"Davi";"Gomes";"07913-090";"349.190.660-15"
1;"Marcos";"Gomes";"59115-659";"646.896.037-15"
2;"Marcos";"Castro";"21330-530";"727.034.723-90"
2;"Carla";"Rodrigues";"53411-270";"813.916.995-13"
1;"Luana";"Correia";"37704-364";"565.933.372-93"
1;"Kauã";"Barbosa";"25245-650";"427.086.734-59"
2;"Pedro";"Correia";"86803-140";"145.251.100-40"
2;"Davi";"Cunha";"14806-160";"551.224.162-14"
1;"Cauã";"Sousa";"97577-440";"449.341.968-70"
2;"Davi";"Barbosa";"13069-001";"790.321.982-03"
1;"Carlos";"Pinto";"31845-040";"818.071.512-47"
2;"Tiago";"Fernandes";"78132-204";"305.767.834-39"
2;"Julian";"Castro";"32650-230";"764.100.502-08"
1;"Cauã";"Pereira";"99054-110";"323.999.863-77"
1;"Danilo";"Goncalves";"35171-220";"510.803.523-33"
2;"Bruno";"Costa";"66821-540";"537.874.130-06"
1;"Larissa";"Silva";"59123-510";"519.440.049-71"
1;"Larissa";"Oliveira";"54120-440";"377.994.092-23"
2;"Sophia";"Melo";"34575-330";"854.241.456-04"
1;"Eduarda";"Dias";"83707-370";"493.076.660-59"
1;"Emily";"Oliveira";"29303-621";"581.840.576-10"
1;"Rebeca";"Pereira";"21512-020";"318.674.218-87"
1;"Julia";"Almeida";"72321-533";"886.621.072-22"
